x,y,z,pca_id,cluster
0.00049732124411168,-0.0163131473077615,-0.000317525972558434,73-0962-02,7
1.06300722128946e-07,4.69418110079132e-07,1.74764617429093e-06,73-0978-03,7
6.03505556172425e-09,3.25991563218041e-08,3.88435629522434e-08,73-0994-01,7
-1.5874745600342e-07,-3.65839167697507e-07,6.13733505642399e-07,73-0995-01,7
0.00120312027109821,-0.0268147345631332,0.00260796865383146,73-0996-01,7
0.000498235532464338,-0.0163154412556804,-0.000326729012566162,73-1000-02,7
0.000153717146885877,-0.000894710900019007,-0.000257416770976325,73-100000-01,7
-2.46003824833051e-05,-0.00054908813042997,-0.000656460134741327,73-100003-01,7
0.00164707391871994,0.000150296375643289,-0.000364486865328696,73-100004-01,7
-8.22214245975588e-07,-7.22142489625895e-05,-0.000108336886011736,73-100005-01,7
-8.32541116245119e-07,-7.23547716433281e-05,-0.000107715145847832,73-100006-01,7
0.000305802095198882,-0.000610106823427951,-0.000346329154422553,73-100007-01,7
0.000404524943662488,-0.00022893182364601,-0.000313484205230192,73-100008-01,7
0.000364681648064199,-0.000893587973016888,-0.000869261724934867,73-100010-01,7
0.00922163034454147,-0.000555359683266127,0.00339888536433612,73-100011-01,7
0.00072290215619751,-0.00135560208958504,-0.00164878569875058,73-100012-01,7
-4.28853552227199e-06,-0.000243302866763813,-0.000159323233967653,73-100014-01,7
0.000364666642077819,-0.000893649756114976,-0.000869076982393909,73-100016-01,7
0.136466695472871,-0.199243126135965,-0.0138813196369794,73-10002-01,13
-1.69251064622744e-05,-0.000252778878598817,-0.000169565156633177,73-100024-01,7
-1.64490630276056e-05,-0.000242973290179276,-0.000162304555459637,73-100025-01,7
-1.34292375466149e-05,-0.000174526478436039,-9.19226048292095e-05,73-100026-01,7
0.00196613492083534,0.000476896629586651,-0.000490869489213206,73-100027-01,7
-9.30581553009194e-06,-0.000142302996906709,-0.000133606022205971,73-100028-01,7
0.00249789505553435,-0.000289794837633705,-0.00322168029401725,73-100029-01,7
0.170125254029853,-1.36894550654525,0.0487592334616089,73-10003-01,5
0.00205287377678843,0.000372332220750706,-0.000458473558373657,73-100030-01,7
0.000116910472413842,-0.000882253701406113,-0.000459433669816862,73-100031-01,7
-3.37367893127612e-06,-8.24957335192489e-05,-7.8757221700578e-05,73-100032-01,7
6.84407599475811e-05,-0.000240937379329645,-0.000183652927365523,73-100033-01,7
-4.46546244641412e-06,-9.06125726916955e-05,-8.8202618532142e-05,73-100034-01,7
2.11943868552178e-07,-2.30181396416415e-05,-7.07701005463909e-05,73-100035-01,7
2.05451025714995e-07,-2.30465780560619e-05,-7.06989083349808e-05,73-100036-01,7
7.54264153657775e-05,-9.85404230624913e-05,-0.0001687960589252,73-100037-01,7
7.46835689678238e-05,-9.94912824691304e-05,-0.000158158444818564,73-100038-01,7
3.2229726295666e-07,1.40518501799243e-06,-1.53639447078169e-07,73-100039-01,7
0.220534951272988,-1.12280658685455,-0.0293028043939913,73-10004-01,5
1.87469206147543e-06,6.50933423437222e-06,-1.22271917578824e-05,73-100040-01,7
1.87106484302706e-06,6.50252243693754e-06,-1.23218166445103e-05,73-100041-01,7
6.33460415758846e-05,-0.000417319944356387,-0.000212865750450312,73-100042-01,7
-3.54492467488085e-06,-9.15783359472519e-05,-0.000109285358476898,73-100043-01,7
0.000295014932058203,-0.000333966838041977,-0.000476243042302524,73-100044-01,7
0.00310421328298442,-2.36569848384799e-05,-0.00357855144897726,73-100045-01,7
-5.27060581712324e-06,-9.02642867443031e-05,-7.45009829672618e-05,73-100046-01,7
0.000273168424715645,-0.000482097471779108,-0.000654608055835081,73-100047-01,7
0.000134587719944196,-0.000155563855796571,-0.000222439917752475,73-100048-02,7
0.234342183088915,-0.998601016110783,0.0267736667026887,73-10005-01,5
0.000157231524343267,-0.00186526921869241,4.75300375968562e-05,73-100050-01,7
0.00282042488750637,0.000250673215838562,-0.00343030285211988,73-100052-01,7
0.000190900094796696,-0.000187921979292854,-0.000259364365630276,73-100053-01,7
0.000157891710489218,-0.00185548006946081,4.81080027830885e-05,73-100054-01,7
-2.59281908531324e-05,-0.000389556640897842,-0.000302103041722943,73-100055-01,7
0.000157236768194377,-0.00186524895275441,4.73657755072632e-05,73-100056-01,7
0.000847315393592955,-0.00098552833292149,-0.00158485164940833,73-100057-02,7
0.108764520380996,-1.05517990822738,0.0604804898194854,73-10006-01,5
0.0541047909703249,0.0334509819151005,0.0333893946983323,73-100063-04,7
0.0232241821114235,0.0206971842292614,0.0292334872696617,73-100065-01,7
0.0348041991333031,0.0243943679759579,0.0199457061490091,73-100067-01,7
0.0155307472624927,0.0112098598270958,0.0141803365252908,73-100068-01,7
0.00650593438823645,0.00288907953400129,-0.00266008821595207,73-100069-01,7
3.03244304693818e-05,0.000141243222105868,0.000311395482975226,73-100070-01,7
0.0331089962245615,0.0260102899099573,0.0201726199940534,73-100073-01,7
0.0095883320993175,0.0139180707848706,0.0283426917943131,73-100074-01,7
0.00284841199973656,0.000657963813419672,0.00119199844686154,73-100075-01,7
0.00836236341466604,0.00961817831374139,0.0170049143230185,73-100076-01,7
0.00738939107311763,0.00885165059129668,0.0172139457404982,73-100078-01,7
0.0453218921536538,0.0426754938131739,0.0446437497623106,73-100079-04,7
0.0175187318867841,0.0156624356767204,0.0185133076852406,73-100080-02,7
0.0175788284314699,0.0158490053294929,0.0188807284101141,73-100080-03,7
0.00578836946481186,0.00683458764577654,0.0132566042068031,73-100081-02,7
0.00575399550495653,0.00597172790984007,0.0117046814085232,73-100082-01,7
0.0464897849837872,0.0400666710527135,0.0411610808127703,73-100083-03,7
0.00924642402581684,0.0062104258400712,0.00373625694197481,73-100084-02,7
0.00495111990542416,0.00443890444363262,0.00773782375235816,73-100086-01,7
0.00720367804026947,0.00536358248553258,0.00944241885809878,73-100087-01,7
0.0013225680041347,0.00226378918674786,0.00559650588230677,73-100088-01,7
6.48002392666892e-05,0.000300883385953776,0.000657775516458088,73-100089-01,7
6.33058281383367e-05,0.000294273060234178,0.000638923395465855,73-100090-01,7
0.00185270977023316,0.00325591531883157,0.00796117135922455,73-100091-01,7
0.00567662979087058,0.00563506401180338,0.00923970514412252,73-100092-01,7
0.0303950471869708,0.023498068693943,0.0210095522324702,73-100099-01,7
0.012744361751343,0.00866299329357876,0.00748191313175725,73-100100-01,7
0.0281803405076166,0.0204644287665361,0.0178070791786335,73-100102-02,7
0.029094458231834,0.0140598825199085,-0.00106005374451684,73-100107-02,7
0.052227494720757,0.0330852497200831,0.0295580175184959,73-100108-02,7
0.00134174680235059,0.00129187041897331,0.00171980714428026,73-100110-02,7
0.0436975981112083,0.0389893119246441,0.041459773480045,73-100112-04,7
0.0410821091714891,0.0388416131427943,0.048310861438953,73-100115-03,7
0.0144474390719508,0.0136978622236893,0.0168730379344561,73-100116-01,7
0.0179096065096088,0.0187489645527385,0.0349017077430366,73-100117-01,7
0.00357673249027277,-0.00219319756728881,-0.00475961490511632,73-100119-01,7
0.000484256741189526,0.00167792238038082,0.00288874746958507,73-100122-01,7
0.0288676588818745,0.0245564787288927,0.0243167786672754,73-100146-01,7
0.0295061582862133,0.0182412776256268,0.011793146395741,73-100150-01,7
0.0206868240674998,0.00770961105391729,0.00126851719920573,73-100151-01,7
0.0160350874350607,0.00884831169518743,0.0108927293301957,73-100152-01,7
0.00102813096624164,0.00348959205459642,0.00551042335248175,73-100153-01,7
0.000883841035393852,0.00216911234380526,0.00413623339258148,73-100159-02,7
-7.7887799313822e-09,-3.82104299786156e-08,5.77229439702238e-08,73-100160-01,7
2.43603105606657e-08,-2.2269230330512e-07,-1.70907251899905e-07,73-100163-02,7
6.33032394672875e-05,0.00029427542014395,0.000638815146891351,73-100165-01,7
6.32977824784641e-05,0.000294272689116254,0.000638824317681924,73-100166-02,7
0.0155365947717863,0.0113975496288658,0.0137540597139142,73-100167-01,7
0.0164210555478426,0.0125381925355162,0.0170337237411156,73-100169-01,7
0.0128157743395207,0.00946552536882491,0.00989373831941577,73-100170-01,7
0.0153110947967531,0.0111792037362784,0.014184152432953,73-100171-01,7
0.0469928137417884,0.0312842066196924,0.0494633804851005,73-100172-02,7
0.00567366064068233,0.00558878403730705,0.0112355927113734,73-100173-01,7
9.51377768154884e-05,0.000415251358983524,0.00084692641777076,73-100174-01,7
0.0488173853859687,0.0339588396219152,0.0357658005126427,73-100175-01,7
0.064390988189163,0.0450145828029476,0.0522939419648829,73-100176-02,7
0.0136761223203585,0.00554904753116558,0.00107605555127104,73-100177-01,7
0.0211106680423375,0.00793036494842942,-0.00629296712460271,73-100177-03,7
0.00192403635982542,0.00329969670689214,0.00560184310386319,73-100178-01,7
0.168657015162023,0.0455229980272111,-0.0386928505321666,73-100181-03,7
0.0446016102355143,0.0268005803979257,0.026063033483502,73-100183-01,7
0.0905598150848368,0.0324541979663485,0.0283568818785568,73-100183-02,7
0.0202447664422613,0.00722061819502807,-0.00145148498922953,73-100184-02,7
0.0124381482649725,0.00761819293615623,0.0049000794442234,73-100186-02,7
0.0135541806633537,0.00529883153727685,0.000351311142074933,73-100187-01,7
0.228794641262401,0.0108554457680375,0.00493278562292547,73-100188-06,7
0.165054387561481,0.0181143065633599,0.0265681255657022,73-100189-05,7
0.131323169233172,0.00647419034679327,-0.0155400053728086,73-100190-06,7
0.000669687696356085,0.00261143093210395,0.00536888400744927,73-100192-01,7
0.0311961754477918,0.0164651342767625,0.0100261937606008,73-100194-03,7
0.00363563139090258,0.00275090339967935,0.00522474757924282,73-100198-01,7
0.000499318740214836,-0.0163185276733502,-0.000335753378289761,73-1002-02,7
0.63541365116087,-4.49668020994517,0.130499003124828,73-10020-08,14
1.15310305493584e-08,-4.3051887897983e-08,-1.21639888822266e-07,73-100200-01,7
3.22342927384076e-09,7.73863104675285e-09,2.33639566394254e-07,73-100201-01,7
0.00182767773496392,0.00328307585322836,0.00622620578597124,73-100203-01,7
0.0261306322548435,0.0205401761373935,0.0347958444542114,73-100204-01,7
0.0279877053549272,0.0181683250064561,0.0127928210119773,73-100205-01,7
0.000712928747277713,0.00115294092772836,0.00192827867109976,73-100206-01,7
0.0476492064120151,-0.252047408778516,-0.0759398610619515,73-10024-01,13
0.00529913062712966,0.0048859826280323,0.0101805683926574,73-100303-01,7
-1.93595966819462e-08,-3.28299695256187e-07,-9.1389144071732e-07,73-100305-01,7
0.250464567178197,-0.437486275909287,-0.273404980369487,73-10031-01,13
0.0368495487086705,0.0075040232494697,-0.0141838956813625,73-100311-02,7
6.77250532469985e-05,0.000310768977385335,0.000688302236036296,73-100312-01,7
0.00417006828909322,0.00250161005281791,0.00557148430939402,73-100315-01,7
0.00304456795656638,0.00407727116048788,0.00962845117274043,73-100316-01,7
0.00231519180624154,0.00313763796365492,0.00671096005887833,73-100317-01,7
0.00503565128670707,0.00468393177086682,0.00957722327194993,73-100321-01,7
0.195251990219779,-0.42577436786504,-0.231440974217821,73-10033-01,13
0.281353298344039,-1.51232983604579,-0.0828265224623773,73-10034-01,5
0.0858712606020819,-0.711862150687723,-0.0212114782657358,73-10035-01,5
-1.58472439510708e-08,4.49069872049362e-08,3.42472219679679e-07,73-100351-01,7
0.000852178871341171,0.0012874652203235,0.00255421534065679,73-100353-01,7
0.0189714317762189,0.00663474126252028,-0.000653204552991377,73-100354-02,7
0.0278065578657137,0.0150553193435235,0.00593468646143843,73-100359-01,7
0.00378543885410206,-0.0012662417045003,-0.00413893305997133,73-100365-01,7
0.00765054925306107,-0.00281734828246316,-0.00369857633266382,73-100366-01,7
0.00651306267524371,0.0029240797583472,-0.00261883291769496,73-100369-01,7
0.0648088637670035,-0.495793553233323,0.00979904619052237,73-10037-01,13
0.0634369684797756,-0.47810511826287,0.00960489375817023,73-10037-02,13
2.81756475238262,0.364295173738911,0.22900283308793,73-100375-01,10
2.81753064210497,0.364267861172586,0.228991976136791,73-100376-01,10
0.00375983498167807,-0.0449210430896369,0.000245816852361832,73-10038-01,7
3.80092096332359e-05,-2.97379402494359e-05,0.000145964977037288,73-100384-01,7
0.0132338618777064,0.00826100785088576,0.0102554177532604,73-100389-01,7
0.638146702002987,-3.49218779478514,-0.224808408318039,73-10039-01,14
0.0177293304168669,-0.0428914217507992,-0.0307344051643814,73-10040-01,7
0.0257859523499726,-0.00897068812608254,-0.044455437271027,73-100401-01,7
0.0258292203962648,-0.00974840302608422,-0.0463900953799053,73-100403-02,7
0.0258292239916917,-0.0097484119281402,-0.0463901281630003,73-100409-01,7
7.63542651589377e-05,0.00031180970502268,0.00067752931526719,73-100417-01,7
7.69767237374281e-06,-0.000142991864934577,-0.000358934356737103,73-100418-01,7
0.923409051512541,-4.39291125248495,-0.405385800297891,73-10042-01,14
0.904731998209934,-4.34758590770238,-0.386337221336776,73-10042-02,14
0.0636032838752017,0.0115941801741801,-0.0471429233861776,73-100421-02,7
0.0343175519387256,0.00820597157413715,-0.0200886414767913,73-100422-01,7
0.000273557532559716,-7.27554300131856e-05,-0.000724934260419881,73-100423-01,7
0.00276754942433464,-0.00144395145604627,-0.00465299830157888,73-100430-01,7
0.00273570797390334,-0.00139327624258639,-0.00455319057547609,73-100432-02,7
0.00281067074828188,-0.00146221202391694,-0.00492359529249907,73-100434-01,7
0.0028105555618105,-0.00146278038992462,-0.00492262998584673,73-100436-01,7
0.283172620444761,-1.28925344862893,-0.00398473462015527,73-10044-01,5
-2.87893195822465e-09,1.61956865533142e-09,1.33830986987168e-08,73-100449-01,7
0.0343175656384453,0.00820602870286497,-0.0200886157283066,73-100450-01,7
0.101722011761164,-0.929137507674533,0.0272295217588325,73-10046-01,5
0.0058524791216104,-0.00528998031991711,-0.00506283641794225,73-100476-01,7
0.0356015896813029,-0.285305286796512,0.018505751007339,73-10048-02,13
0.0355243273096485,-0.282959920970347,0.0180255265002712,73-10048-03,13
0.00281420920163093,0.000499114197415928,0.000860073590589837,73-100480-01,7
-3.77586750152693e-08,-1.86549301764199e-07,7.82106559942734e-07,73-100484-01,7
0.0488096770940499,0.0122008590422921,-0.0225330366105461,73-100489-01,7
0.000907175742184556,-0.00362155701845867,-0.00823570021999805,73-100490-01,7
0.0482361464902258,0.0121598080927642,-0.0216019734614407,73-100491-01,7
0.153613307775769,-0.262734961191505,0.0603401021534581,73-100492-01,13
4.54649382875187e-08,3.75060597338893e-07,9.1643593924193e-07,73-100494-01,7
0.0916017322597046,0.0168023322851184,-0.0728702209862604,73-100508-01,7
0.697691912281988,-1.64504023939084,-0.666082345267838,73-10051-06,5
0.00138934285497651,0.000554829730192974,7.356373692731e-05,73-100510-01,7
0.00906632649734818,0.00594932693614891,0.012109775698403,73-100514-01,7
0.683071485757981,-1.01774624668479,-0.723911252653036,73-10053-04,5
0.112850786387513,-0.0528020471356861,0.0529066264229986,73-100535-02,7
1.35410718818963,-8.0121684727624,-0.204673394735369,73-10054-02,9
7.99596335779969e-10,-9.81641698568481e-08,-1.21149482066384e-07,73-100540-01,7
0.0602303590050673,-0.0112483639290558,0.00493591564341065,73-100542-01,7
0.000112944786275356,-0.000209128442978139,-0.000275192932994224,73-100546-02,7
0.379375040138045,0.0570489856715414,-0.0680137765377242,73-100549-01,13
0.573447069989051,-0.0173199246707166,0.0371992650247645,73-100558-02,13
0.776174374460059,-4.89899504747517,0.126259589900853,73-10056-08,1
0.776253791698672,-4.90077895859786,0.126002942455474,73-10056-09,1
0.626965589344317,0.0423052438715828,0.257491169664958,73-100564-02,13
1.34420361935452,0.0922975622942258,0.256424019453118,73-100565-03,10
0.181748521894116,-0.501106113687683,-0.0303689248416564,73-10057-01,13
0.0517694111038562,0.00573839849664584,-0.0293206514421416,73-100572-01,7
0.271755221537547,-0.0596300707061497,0.043632124955017,73-100575-01,13
0.567558760999423,0.0581870042177755,0.107433295753065,73-100575-03,13
0.258685882708536,-0.0637648233624054,0.0105306029855319,73-100576-01,13
0.535065676753034,0.0501714223481718,0.0399969756664803,73-100576-03,13
0.228897432645886,-0.0738337134796791,0.0125010931537164,73-100577-01,13
0.495666019773415,0.0373596237515277,0.0545314931802346,73-100577-03,13
0.244451343603772,-0.0777662354346596,0.0508477449343421,73-100578-01,13
0.354151659049683,0.0233337896933808,0.0268775594539402,73-100578-03,13
0.146545787749008,-0.287659239366469,-0.010920167567932,73-10058-01,13
0.235394979081496,-0.923997263752934,-0.00868608137207499,73-10059-01,5
2.36943658880278,0.324503513802168,0.144686886119266,73-100593-01,10
0.000112915252576765,-0.000209371917570541,-0.000275292682975018,73-100595-02,7
0.109880467299415,-0.00333302454568872,0.00173996980608449,73-100596-01,7
0.111074307179304,-0.0031401420605722,0.00241628419375816,73-100596-02,7
0.110127344075502,-0.00317133173739301,0.00208393683823935,73-100597-01,7
0.110275031321713,-0.00308127393285782,0.00204104258881007,73-100597-02,7
0.109797604244752,-0.00326747878934612,0.00278165148373121,73-100598-01,7
0.110192834192905,-0.00331036236550627,0.0028635293615534,73-100598-02,7
0.109716156746175,-0.00316218411188988,0.00305149043659356,73-100599-01,7
0.109711585623297,-0.00316649806827088,0.00310042310754758,73-100599-02,7
0.139275677550465,-0.169152422304656,-0.0242401612923592,73-10060-01,13
0.178789834292045,-0.341958567830241,0.0172149964153715,73-100603-01,13
0.185293278770045,-0.361084918343223,0.0187626636053328,73-100603-02,13
0.140094055716524,-0.0817657139669266,0.0427361479570978,73-100605-03,7
0.363801485980895,-0.115145160016453,0.0230851405436701,73-100607-02,13
0.273842028806526,-0.384336534282834,0.0290702831127083,73-100608-01,13
0.747347928477954,-3.02246525633659,-0.405596471216995,73-10061-03,12
5.55863851280528,0.310971813264844,-1.33245873134242,73-100617-01,3
5.58149588063567,0.315263649806923,-1.35822368133311,73-100617-02,3
0.660303357675371,0.00582079629547228,-0.239990653338821,73-100619-01,13
0.333514264813835,-2.0561644115476,0.0604410864623523,73-10062-03,12
0.59771574747358,0.00915743283674154,-0.239096993031445,73-100620-01,13
1.49224025767654,0.14151192660289,-0.12114763466077,73-100627-01,10
1.08306578571911,0.0790162272499123,-0.214097005138629,73-100628-01,13
0.333518796409648,-2.05621017290728,0.0604396009490724,73-10063-02,12
0.333518796409648,-2.05621017290728,0.0604396009490724,73-10063-03,12
0.522218556182191,-0.0518121677878329,-0.0220957108924472,73-100631-01,13
7.77692932357855,1.03194201605406,6.7302830024272,73-100633-04,11
7.77692938267596,1.03194233138576,6.73028262447162,73-100634-04,11
7.77541998091141,1.03103417064666,6.72559527223201,73-100635-04,11
7.67213401517937,1.008154617414,6.40657461105942,73-100636-04,11
7.67213400827612,1.00815459264239,6.40657438863916,73-100637-04,11
7.70925869071179,1.01676663568986,6.61485511124312,73-100638-04,11
7.70925870430054,1.01676693190762,6.61485531980516,73-100639-04,11
0.0102792271495055,-0.0304874068206607,-0.0101887498048875,73-10064-01,7
7.70774934313849,1.0158587068862,6.61016778098186,73-100640-04,11
7.60446337627246,0.992979265974344,6.29114722723401,73-100641-04,11
7.60446339466094,0.992979344461253,6.29114698929976,73-100642-04,11
0.103263520095467,0.000713635502874856,-0.054163713105449,73-100645-01,7
0.104691043178858,-9.09251822002735e-05,-0.0567171017660661,73-100646-01,7
0.000115317050757756,-0.000186347509910287,-0.000282504527852558,73-100647-02,7
0.000515068166252953,2.42037262811223e-05,-5.29642976967119e-05,73-100656-01,7
0.000315978359297514,1.03061923017325e-05,-3.79797193241236e-05,73-100657-01,7
0.0493990307381615,0.00942088917173333,0.0573309212380578,73-100658-01,7
0.767791664076574,-0.932516743259002,-0.990182996305735,73-10066-01,5
