Year;Quarter;Month;Hour;Category;Sales;Cost
2007;Q1 2007;Feb 2007;17:00;merchandise;133652.0699999985;70646.90999999987
2007;Q1 2007;Jan 2007;12:00;merchandise;130805.20999999835;67894.82999999989
2007;Q2 2007;May 2007;16:00;merchandise;136777.64999999834;81666.20999999966
2006;Q4 2006;Dec 2006;12:00;merchandise;325983.57000000216;166797.41999999902
2006;Q3 2006;Jul 2006;15:00;merchandise;227794.959999996;127833.23999999318
2006;Q3 2006;Jul 2006;16:00;merchandise;219286.58999999653;122429.77999999386
2006;Q4 2006;Dec 2006;15:00;merchandise;440229.28000002063;228774.11000000473
2006;Q4 2006;Dec 2006;16:00;merchandise;414535.61000001826;214908.42000000345
2006;Q4 2006;Dec 2006;17:00;merchandise;343060.39000000444;182334.78999999867
2006;Q4 2006;Dec 2006;19:00;merchandise;194145.75999999675;98757.44999999963
2006;Q4 2006;Dec 2006;13:00;merchandise;387094.5300000145;200473.70000000266
2006;Q4 2006;Dec 2006;20:00;merchandise;127695.31999999894;70291.9899999998
2006;Q3 2006;Jul 2006;13:00;merchandise;209771.15999999654;115961.47999999273
2006;Q4 2006;Dec 2006;14:00;merchandise;424162.0700000193;218423.75000000355
2006;Q4 2006;Dec 2006;18:00;merchandise;261405.7499999947;132917.58999999982
2006;Q4 2006;Dec 2006;11:00;merchandise;240180.0099999951;121441.05000000005
2006;Q3 2006;Jul 2006;20:00;merchandise;44418.65000000027;25583.590000000266
2006;Q3 2006;Aug 2006;13:00;merchandise;163515.90999999753;83647.16999999645
2006;Q3 2006;Aug 2006;18:00;merchandise;112516.3799999984;57728.80000000119
2006;Q3 2006;Jul 2006;12:00;merchandise;168259.779999997;93898.45999999494
2006;Q2 2006;Jun 2006;18:00;merchandise;90827.66999999934;52476.18000000062
2006;Q2 2006;Jun 2006;19:00;merchandise;64262.960000000254;38524.68000000047
2006;Q3 2006;Jul 2006;17:00;merchandise;190894.9199999974;108086.22999999393
2006;Q3 2006;Jul 2006;14:00;merchandise;207467.0999999963;111339.71999999305
2006;Q3 2006;Jul 2006;11:00;merchandise;107196.40999999797;56947.83000000055
2006;Q3 2006;Jul 2006;18:00;merchandise;128281.2099999981;71046.83000000077
2006;Q4 2006;Dec 2006;10:00;merchandise;150151.6899999983;76817.46999999975
2006;Q2 2006;Jun 2006;17:00;merchandise;98700.83999999976;56561.720000000656
2007;Q1 2007;Jan 2007;14:00;merchandise;233852.75999999623;126931.12000000004
2007;Q1 2007;Jan 2007;19:00;merchandise;103943.4099999992;55146.499999999854
2006;Q4 2006;Nov 2006;15:00;merchandise;158767.39999999804;84619.66999999832
2006;Q2 2006;Jun 2006;14:00;merchandise;133385.32999999917;80604.61999999946
2006;Q2 2006;Jun 2006;15:00;merchandise;110562.08999999915;62190.62000000061
2007;Q4 2007;Oct 2007;15:00;merchandise;165653.16999999774;83203.1499999999
2007;Q4 2007;Nov 2007;12:00;merchandise;101248.25999999946;50193.17000000008
2007;Q4 2007;Nov 2007;14:00;merchandise;172560.52999999764;90824.15999999958
2007;Q4 2007;Nov 2007;11:00;merchandise;100681.36999999975;52859.03000000002
2006;Q3 2006;Aug 2006;16:00;merchandise;147424.0199999974;78162.57000000149
2007;Q4 2007;Oct 2007;11:00;merchandise;92255.54999999993;47651.4299999999
2007;Q4 2007;Oct 2007;12:00;merchandise;103775.23999999944;52995.670000000006
2007;Q4 2007;Nov 2007;15:00;merchandise;195779.8699999971;101306.81999999982
2007;Q4 2007;Oct 2007;18:00;merchandise;109302.4599999993;57122.41999999987
2007;Q4 2007;Dec 2007;10:00;merchandise;174863.9399999983;88027.2800000002
2007;Q4 2007;Dec 2007;12:00;merchandise;332188.9499999988;167179.41999999998
2007;Q3 2007;Sep 2007;14:00;merchandise;165253.19999999818;89194.69999999995
2007;Q3 2007;Sep 2007;17:00;merchandise;144677.6199999987;76148.16999999998
2007;Q2 2007;Jun 2007;15:00;merchandise;130612.34999999829;67230.35999999956
2007;Q1 2007;Feb 2007;12:00;merchandise;93195.82999999955;49904.39999999988
2008;Q1 2008;Mar 2008;18:00;merchandise;85802.85999999988;44268.12999999986
2007;Q3 2007;Jul 2007;21:00;merchandise;12197.659999999987;6102.100000000003
2007;Q3 2007;Sep 2007;16:00;merchandise;150790.99999999793;77239.53999999998
2007;Q2 2007;Jun 2007;14:00;merchandise;162388.38999999795;83954.88999999942
2007;Q1 2007;Mar 2007;14:00;merchandise;153053.97999999768;77704.58999999976
2006;Q3 2006;Aug 2006;04:00;pop/rock;1379.4;0.0
2007;Q2 2007;May 2007;03:00;pop/rock;1609.4000000000003;0.0
2006;Q4 2006;Dec 2006;18:00;dance;65330.42000000043;37034.959999999985
2006;Q3 2006;Jul 2006;19:00;dance;13242.199999999983;6645.010000000001
2007;Q4 2007;Oct 2007;16:00;budget;80.0;120.27000000000001
2008;Q1 2008;Mar 2008;12:00;budget;139.9;79.53
2008;Q1 2008;Jan 2008;15:00;budget;164.0;212.35000000000002
2006;Q4 2006;Dec 2006;12:00;budget;50.0;30.4
2006;Q2 2006;Jun 2006;16:00;budget;60.0;120.9
2006;Q3 2006;Jul 2006;12:00;budget;140.0;208.42000000000002
2006;Q3 2006;Jul 2006;16:00;budget;149.9;56.15
2007;Q1 2007;Jan 2007;15:00;budget;265.0;190.25
2007;Q2 2007;May 2007;15:00;budget;150.0;185.32999999999998
2007;Q2 2007;May 2007;17:00;budget;118.75;139.81
2007;Q2 2007;May 2007;16:00;budget;249.8;118.57
2007;Q1 2007;Mar 2007;18:00;budget;369.70000000000005;197.52
2007;Q1 2007;Feb 2007;11:00;budget;265.0;224.6
2007;Q2 2007;May 2007;14:00;budget;130.0;146.49
2007;Q2 2007;Apr 2007;17:00;budget;70.0;123.05000000000001
2007;Q2 2007;Jun 2007;16:00;international;2138.5000000000005;1056.2199999999998
2008;Q1 2008;Feb 2008;08:00;pop/rock;12590.839999999984;6829.9900000000025
2007;Q3 2007;Jul 2007;00:00;pop/rock;2533.250000000001;1070.02
2007;Q3 2007;Sep 2007;07:00;pop/rock;5435.899999999999;2905.029999999999
2007;Q3 2007;Jul 2007;08:00;pop/rock;3786.6000000000017;1908.3700000000003
2007;Q1 2007;Jan 2007;05:00;pop/rock;1069.4;594.6300000000001
2007;Q2 2007;May 2007;08:00;pop/rock;8191.929999999994;4304.92
2007;Q3 2007;Jul 2007;04:00;dvd/video;2739.0000000000005;1082.4299999999998
2008;Q1 2008;Feb 2008;07:00;dvd/video;5198.599999999999;2427.9799999999996
2007;Q3 2007;Jul 2007;01:00;dvd/video;4769.299999999999;2206.43
2007;Q4 2007;Dec 2007;08:00;dvd/video;11439.589999999995;6042.39
2008;Q2 2008;Apr 2008;09:00;dvd/video;17911.819999999992;8902.78
2007;Q2 2007;Apr 2007;14:00;skandinavisk;59232.23000000035;31795.599999999977
2007;Q3 2007;Jul 2007;01:00;pop/rock;2348.6000000000004;1275.28
2007;Q4 2007;Nov 2007;16:00;dance;40768.07000000019;21914.770000000026
2007;Q1 2007;Mar 2007;12:00;blancs;92100.10999999997;61576.92000000001
2006;Q4 2006;Dec 2006;21:00;blancs;17060.42;11135.3
2007;Q2 2007;Apr 2007;11:00;blancs;25045.219999999987;15097.31
2007;Q2 2007;Apr 2007;13:00;blancs;90211.27999999997;59097.170000000006
2008;Q1 2008;Jan 2008;17:00;blancs;125959.88999999988;86321.02999999998
2008;Q2 2008;Apr 2008;10:00;blancs;3588.9;2356.91
2007;Q1 2007;Jan 2007;13:00;blancs;41645.480000000025;23323.289999999997
2007;Q3 2007;Jul 2007;11:00;blancs;49309.32;33926.920000000006
2006;Q4 2006;Oct 2006;14:00;blancs;19237.88999999996;8408.060000000009
2006;Q4 2006;Nov 2006;20:00;blancs;7440.9000000000015;3055.6799999999994
2006;Q3 2006;Jul 2006;12:00;blancs;11357.199999999979;4630.550000000003
2007;Q1 2007;Jan 2007;16:00;blancs;45408.62000000004;24895.06000000001
2006;Q4 2006;Dec 2006;13:00;blancs;84616.41000000006;49253.32000000008
2006;Q3 2006;Jul 2006;13:00;blancs;15152.399999999967;6154.270000000007
2006;Q4 2006;Nov 2006;12:00;blancs;33310.199999999975;18231.450000000008
2006;Q3 2006;Jul 2006;16:00;blancs;15232.399999999963;6062.500000000007
2006;Q4 2006;Nov 2006;19:00;blancs;11648.059999999992;5705.709999999998
2006;Q4 2006;Nov 2006;15:00;blancs;29760.64;14714.90000000001
2006;Q3 2006;Aug 2006;17:00;blancs;17020.15999999997;6982.800000000003
2006;Q4 2006;Oct 2006;16:00;blancs;13159.039999999968;5385.170000000008
2006;Q2 2006;Jun 2006;12:00;blancs;8452.71999999999;3457.9800000000014
2006;Q3 2006;Sep 2006;15:00;blancs;4025.9800000000023;1704.5400000000009
2006;Q3 2006;Aug 2006;15:00;blancs;18048.15999999997;7172.920000000009
2006;Q4 2006;Oct 2006;18:00;blancs;11957.299999999983;5507.420000000004
2006;Q3 2006;Jul 2006;15:00;blancs;16733.189999999962;6870.030000000009
2006;Q4 2006;Nov 2006;17:00;blancs;27487.83999999999;13792.930000000013
2006;Q2 2006;Jun 2006;16:00;blancs;9274.239999999987;3862.2900000000027
2007;Q4 2007;Oct 2007;13:00;blancs;100763.59999999993;70045.87000000002
2006;Q4 2006;Dec 2006;15:00;blancs;108786.96000000006;64553.01000000009
2006;Q3 2006;Jul 2006;09:00;blancs;1687.8000000000006;565.75
2006;Q4 2006;Dec 2006;18:00;blancs;82742.01000000001;50266.480000000054
2006;Q3 2006;Jul 2006;17:00;blancs;14326.539999999968;5638.310000000007
2007;Q1 2007;Jan 2007;12:00;blancs;30094.699999999986;17136.280000000006
2007;Q4 2007;Dec 2007;11:00;blancs;177277.9699999998;123330.54999999999
2007;Q1 2007;Feb 2007;17:00;blancs;30050.59000000002;14991.599999999995
2007;Q1 2007;Mar 2007;10:00;blancs;153028.50999999992;106031.44999999995
2007;Q2 2007;May 2007;13:00;blancs;27599.039999999983;15593.859999999993
2007;Q4 2007;Dec 2007;13:00;blancs;316322.8600000003;217780.11999999985
2007;Q1 2007;Feb 2007;14:00;blancs;33249.46;17887.12
2007;Q2 2007;Jun 2007;15:00;blancs;59849.37999999999;37792.15000000001
2007;Q2 2007;Jun 2007;17:00;budget;75.0;47.61
2007;Q2 2007;Jun 2007;14:00;budget;105.0;55.900000000000006
2007;Q3 2007;Sep 2007;10:00;budget;50.0;30.4
2007;Q3 2007;Jul 2007;17:00;budget;69.9;30.4
2007;Q1 2007;Jan 2007;18:00;budget;80.0;116.53999999999999
2006;Q3 2006;Jul 2006;11:00;budget;35.0;30.4
2007;Q1 2007;Feb 2007;15:00;budget;260.0;381.94
2008;Q1 2008;Feb 2008;22:00;pop/rock;13954.309999999981;7308.530000000003
2008;Q1 2008;Feb 2008;23:00;pop/rock;1992.0000000000005;982.0600000000001
2006;Q3 2006;Jul 2006;17:00;dance;21207.54000000001;10609.929999999998
2006;Q4 2006;Nov 2006;16:00;dance;41559.3500000002;22524.020000000004
2006;Q3 2006;Sep 2006;16:00;dance;7020.899999999995;3600.9400000000023
2007;Q2 2007;Jun 2007;15:00;dance;54840.25000000031;29393.49
2007;Q2 2007;Apr 2007;19:00;dance;15470.499999999976;8056.73
2007;Q2 2007;May 2007;17:00;games;327854.14000000095;179380.27999999808
2007;Q2 2007;Jun 2007;15:00;games;441309.77000000793;241681.92999999697
2007;Q3 2007;Jul 2007;17:00;games;515208.7300000104;276576.06999999756
2007;Q1 2007;Jan 2007;16:00;games;709638.9200000225;384940.25999999716
2007;Q1 2007;Jan 2007;14:00;games;703763.120000023;386252.8499999959
2007;Q4 2007;Dec 2007;12:00;games;2006095.0899998492;1079971.4799999995
2007;Q4 2007;Oct 2007;15:00;games;726089.0600000216;397754.769999994
2007;Q2 2007;Jun 2007;17:00;games;383443.2300000049;210372.53999999826
2007;Q2 2007;Jun 2007;16:00;games;414577.1300000065;226418.40999999706
2007;Q2 2007;Jun 2007;13:00;games;426168.0100000071;230498.0299999968
2007;Q4 2007;Dec 2007;14:00;games;2443047.649999761;1316843.1700000165
2007;Q4 2007;Dec 2007;15:00;games;2415979.1399997673;1306287.2800000142
2007;Q4 2007;Dec 2007;17:00;games;1869450.6899998789;1015072.689999992
2007;Q2 2007;May 2007;11:00;games;199645.60999999847;106188.95000000039
2007;Q4 2007;Dec 2007;11:00;games;1602126.0499999267;865349.7299999926
2008;Q1 2008;Mar 2008;15:00;games;528666.2300000123;277332.35000000143
2007;Q4 2007;Dec 2007;18:00;games;1393009.3999999827;753785.8099999839
2008;Q1 2008;Mar 2008;16:00;games;473181.8900000095;244991.91000000056
2008;Q1 2008;Mar 2008;14:00;games;548712.6400000141;284072.22000000183
2007;Q1 2007;Mar 2007;17:00;games;596344.9000000134;324475.879999996
2007;Q1 2007;Mar 2007;15:00;games;665499.1600000149;369189.1099999944
2008;Q1 2008;Mar 2008;19:00;games;207825.11999999828;109255.27999999994
2007;Q2 2007;Apr 2007;15:00;games;467793.2300000081;249115.5699999983
2007;Q3 2007;Jul 2007;14:00;games;701853.1700000204;378281.9899999932
2007;Q2 2007;Apr 2007;11:00;games;305770.94999999925;161812.10999999847
2007;Q2 2007;Apr 2007;17:00;games;398868.19000000437;213650.7699999983
2007;Q2 2007;Apr 2007;16:00;games;415575.10000000556;224555.97999999803
2007;Q2 2007;Apr 2007;14:00;games;494779.01000000973;264825.09999999806
2007;Q1 2007;Feb 2007;15:00;games;561188.6400000119;305805.36000000004
2008;Q1 2008;Mar 2008;17:00;games;459217.46000000834;242946.8100000003
2007;Q4 2007;Oct 2007;14:00;games;708636.3000000212;389804.74999999464
2007;Q3 2007;Sep 2007;14:00;games;529564.0700000115;289590.769999997
2007;Q3 2007;Jul 2007;12:00;games;472391.81000000867;252432.56999999733
2007;Q2 2007;Apr 2007;10:00;games;158798.86999999915;86371.83000000041
2007;Q1 2007;Feb 2007;18:00;games;355567.99000000296;193522.9000000007
2008;Q1 2008;Mar 2008;11:00;games;363508.70000000315;189258.86000000004
2008;Q1 2008;Mar 2008;13:00;games;514023.8400000118;265700.670000001
2007;Q1 2007;Mar 2007;10:00;games;203052.68999999852;112638.05999999937
2007;Q1 2007;Mar 2007;22:00;games;12945.629999999997;8140.530000000001
2007;Q3 2007;Aug 2007;13:00;games;513034.5800000107;279611.37999999797
2007;Q3 2007;Aug 2007;18:00;games;366600.55000000255;199871.90999999878
2007;Q1 2007;Jan 2007;18:00;games;506782.9200000104;277624.52999999817
2007;Q1 2007;Mar 2007;14:00;games;617036.3800000142;338725.20999999257
2008;Q1 2008;Jan 2008;19:00;games;391315.8000000042;208234.12000000072
2008;Q1 2008;Jan 2008;18:00;games;569802.4200000133;307606.4900000004
2007;Q4 2007;Dec 2007;19:00;games;1062914.2200000356;580946.4499999847
2008;Q1 2008;Jan 2008;14:00;games;765185.060000025;403123.439999999
2007;Q4 2007;Nov 2007;17:00;games;728319.9300000225;395660.789999996
2008;Q1 2008;Jan 2008;16:00;games;803785.360000026;428789.6499999977
2007;Q4 2007;Nov 2007;11:00;games;481764.3100000091;262393.64000000013
2008;Q1 2008;Jan 2008;17:00;games;722523.9800000214;382425.41999999946
2008;Q1 2008;Jan 2008;20:00;games;98606.06999999977;52006.63999999997
2008;Q1 2008;Jan 2008;12:00;games;555610.7400000131;296295.0500000004
2008;Q1 2008;Jan 2008;09:00;games;26532.940000000017;14222.150000000001
2008;Q1 2008;Feb 2008;19:00;games;282267.4599999985;144705.70999999996
2008;Q1 2008;Jan 2008;22:00;games;10428.199999999997;6081.629999999998
2007;Q4 2007;Dec 2007;16:00;games;2226715.2199997995;1217771.7400000112
2007;Q4 2007;Dec 2007;23:00;games;11507.699999999995;6050.01
2007;Q4 2007;Nov 2007;15:00;games;801474.7900000255;432422.7999999943
2007;Q4 2007;Dec 2007;20:00;games;535133.3500000108;297544.4200000004
2008;Q1 2008;Feb 2008;13:00;games;506989.37000001105;257251.4300000015
2008;Q1 2008;Jan 2008;15:00;games;837546.9700000294;450862.0199999978
2008;Q1 2008;Feb 2008;18:00;games;360564.12000000256;183193.76000000126
2008;Q1 2008;Mar 2008;18:00;games;309716.4800000003;161256.56999999977
2008;Q2 2008;Apr 2008;12:00;games;68271.60000000012;36530.319999999956
2008;Q2 2008;Apr 2008;11:00;games;41949.82000000008;22700.059999999994
2008;Q1 2008;Feb 2008;10:00;games;154535.05999999892;78758.49999999972
2008;Q2 2008;Apr 2008;15:00;games;76194.04000000001;40788.08000000001
2008;Q1 2008;Feb 2008;16:00;games;497015.5500000109;252542.46000000119
2008;Q1 2008;Feb 2008;14:00;games;576288.5800000153;296480.520000002
2008;Q1 2008;Jan 2008;11:00;games;362088.8100000029;188506.24000000066
2008;Q1 2008;Jan 2008;13:00;games;655960.1300000185;348540.5100000009
2008;Q1 2008;Mar 2008;12:00;games;467704.3100000089;243054.36000000045
2008;Q1 2008;Feb 2008;11:00;games;312633.74999999994;158209.21000000075
2008;Q1 2008;Feb 2008;15:00;games;578257.1100000147;296436.50000000227
2008;Q1 2008;Feb 2008;12:00;games;416942.34000000614;203769.82000000152
2008;Q2 2008;Apr 2008;10:00;games;18679.219999999994;10008.079999999998
2007;Q3 2007;Sep 2007;12:00;games;373780.2000000037;203517.18999999878
2007;Q3 2007;Sep 2007;19:00;games;252761.71999999773;139414.16000000003
2007;Q3 2007;Sep 2007;17:00;games;484657.3700000086;269524.83999999805
2007;Q4 2007;Nov 2007;14:00;games;801867.5300000265;432760.21999999386
2007;Q4 2007;Dec 2007;13:00;games;2224490.9499998;1203059.2900000173
2007;Q2 2007;Jun 2007;11:00;games;246743.76999999775;131550.3200000009
2007;Q2 2007;Jun 2007;18:00;games;332320.3300000025;183445.45999999854
2007;Q1 2007;Feb 2007;12:00;games;379734.97000000277;207021.44000000082
2007;Q2 2007;Jun 2007;14:00;games;468966.6100000093;256833.27999999723
2007;Q2 2007;Jun 2007;19:00;games;265385.3699999978;146214.80999999968
2007;Q3 2007;Jul 2007;22:00;games;20137.920000000002;10331.230000000003
2007;Q3 2007;Jul 2007;16:00;games;635860.7300000178;339431.4999999951
2007;Q2 2007;Apr 2007;12:00;games;392087.1400000044;211579.16999999835
2007;Q2 2007;Apr 2007;13:00;games;462840.6500000075;248562.8099999982
2007;Q1 2007;Feb 2007;11:00;games;264682.9599999979;146123.57000000056
2007;Q1 2007;Mar 2007;16:00;games;633106.9400000143;351043.7499999932
2007;Q2 2007;Apr 2007;20:00;games;83297.55999999997;43765.01999999993
2007;Q2 2007;Apr 2007;21:00;games;12826.909999999996;7009.2000000000035
2007;Q1 2007;Mar 2007;13:00;games;572995.7000000128;309719.3199999976
2007;Q1 2007;Mar 2007;11:00;games;360273.1500000034;200009.42000000068
2007;Q3 2007;Jul 2007;15:00;games;675545.8600000195;361725.1399999953
2007;Q3 2007;Aug 2007;16:00;games;506344.21000000986;278182.239999998
2007;Q3 2007;Aug 2007;14:00;games;557126.9400000126;304986.82999999856
2007;Q3 2007;Aug 2007;15:00;games;534006.1600000114;292426.8799999988
2007;Q3 2007;Aug 2007;17:00;games;430592.92000000656;234335.7699999989
2007;Q1 2007;Jan 2007;13:00;games;624369.6600000177;338306.2299999965
2007;Q1 2007;Jan 2007;19:00;games;345838.2600000018;187567.66000000056
2007;Q1 2007;Jan 2007;15:00;games;726830.8300000259;400003.2699999943
2007;Q1 2007;Jan 2007;10:00;games;219087.69999999768;121487.2400000009
2007;Q3 2007;Aug 2007;19:00;games;303995.94000000024;169002.94999999984
2007;Q3 2007;Sep 2007;16:00;games;505165.0600000103;278301.4599999975
2007;Q3 2007;Jul 2007;11:00;games;314104.36000000004;167025.90000000005
2007;Q2 2007;Jun 2007;10:00;games;134406.87999999922;69533.63999999998
2007;Q3 2007;Jul 2007;10:00;games;160163.05999999892;85832.78000000028
2007;Q3 2007;Jul 2007;19:00;games;313518.85;171556.09999999998
2007;Q2 2007;Apr 2007;19:00;games;211115.97999999847;115222.13999999996
2007;Q2 2007;Apr 2007;18:00;games;302274.6899999994;164855.53999999867
2007;Q2 2007;May 2007;15:00;games;386661.2600000037;211531.20999999813
2007;Q4 2007;Nov 2007;18:00;games;595786.9200000147;325879.7899999967
2006;Q4 2006;Dec 2006;21:00;games;206398.22999999856;115193.32000000004
2006;Q4 2006;Dec 2006;10:00;games;1072868.40000002;596822.7400000021
2006;Q4 2006;Dec 2006;19:00;games;935694.3600000318;520342.62000000145
2006;Q4 2006;Dec 2006;12:00;games;1732600.739999915;964768.189999986
2006;Q4 2006;Dec 2006;15:00;games;2022235.2399998442;1119486.8899999883
2006;Q4 2006;Dec 2006;13:00;games;1948949.2499998645;1084251.209999981
2006;Q4 2006;Dec 2006;16:00;games;1845103.7299998833;1022857.349999982
2006;Q4 2006;Dec 2006;17:00;games;1673546.3799999284;937514.6099999942
2006;Q4 2006;Dec 2006;18:00;games;1299702.9000000006;722371.5599999921
2006;Q4 2006;Dec 2006;22:00;games;61902.91000000013;31306.239999999994
2006;Q4 2006;Dec 2006;14:00;games;2107696.46999983;1169432.7099999855
2006;Q4 2006;Nov 2006;16:00;games;634295.5200000163;342714.209999999
2006;Q4 2006;Nov 2006;12:00;games;515505.89000001125;283773.55999999976
2006;Q4 2006;Nov 2006;19:00;games;346860.0300000018;191298.36999999988
2006;Q4 2006;Nov 2006;15:00;games;661678.0500000172;360357.84000000096
2006;Q4 2006;Dec 2006;09:00;games;470014.9199999991;281189.81999999983
2006;Q4 2006;Dec 2006;11:00;games;1476320.299999982;832071.8899999916
2006;Q4 2006;Nov 2006;11:00;games;396550.59000000474;219132.77000000043
2006;Q4 2006;Nov 2006;17:00;games;610716.1600000142;337308.51000000024
2006;Q4 2006;Nov 2006;18:00;games;433285.56000000593;236515.5500000004
2006;Q4 2006;Nov 2006;14:00;games;654655.4500000166;358667.7000000012
2006;Q4 2006;Nov 2006;13:00;games;629814.1100000158;342910.1400000004
2006;Q3 2006;Sep 2006;15:00;games;59437.150000000154;30922.859999999975
2006;Q4 2006;Dec 2006;23:00;games;19956.0;10518.750000000002
2006;Q4 2006;Dec 2006;20:00;games;492854.1900000081;274776.1099999994
2007;Q1 2007;Jan 2007;11:00;games;377631.87000000564;203885.46000000142
2007;Q1 2007;Jan 2007;17:00;games;654428.5900000184;361392.5099999971
2007;Q1 2007;Jan 2007;20:00;games;109045.79999999965;60683.960000000014
2007;Q1 2007;Jan 2007;12:00;games;479069.38000001025;259802.16000000061
2007;Q1 2007;Jan 2007;09:00;games;127760.14999999928;76488.34000000027
2006;Q4 2006;Nov 2006;10:00;games;220341.47999999824;121945.23999999999
2008;Q1 2008;Feb 2008;17:00;games;511788.32000001136;262400.4300000013
2007;Q4 2007;Nov 2007;16:00;games;767596.7400000249;415890.28999999526
2007;Q4 2007;Oct 2007;12:00;games;511017.98000001017;281506.00999999733
2007;Q4 2007;Nov 2007;12:00;games;598985.4200000151;323908.24999999726
2007;Q1 2007;Feb 2007;19:00;games;237174.56999999788;125797.97000000018
2007;Q1 2007;Feb 2007;14:00;games;471463.30000000756;253518.2600000012
2007;Q1 2007;Mar 2007;18:00;games;446307.300000008;243771.51000000013
2007;Q1 2007;Mar 2007;19:00;games;337753.0700000027;189584.76000000047
2007;Q2 2007;May 2007;16:00;games;357126.7900000027;192715.90999999817
2007;Q2 2007;May 2007;18:00;games;271652.0699999981;149371.83999999962
2007;Q2 2007;May 2007;13:00;games;322051.14000000077;173478.39999999906
2007;Q2 2007;May 2007;19:00;games;212161.89999999828;113830.73000000017
2007;Q1 2007;Feb 2007;16:00;games;483226.13000000676;263319.6800000006
2007;Q1 2007;Feb 2007;17:00;games;454874.8200000055;250275.4600000006
2007;Q3 2007;Sep 2007;15:00;games;547794.3800000122;303625.5799999973
2007;Q3 2007;Jul 2007;13:00;games;628261.3200000178;331219.9499999952
2007;Q3 2007;Jul 2007;09:00;games;28139.10000000003;15250.560000000003
2007;Q3 2007;Jul 2007;18:00;games;379481.68000000366;201836.47999999908
2007;Q4 2007;Oct 2007;16:00;games;711472.6400000214;388903.8599999935
2007;Q4 2007;Dec 2007;10:00;games;954586.5100000323;517237.99999999435
2007;Q2 2007;Jun 2007;12:00;games;339101.1600000024;175213.69999999876
2007;Q4 2007;Nov 2007;13:00;games;709615.7800000214;383143.71999999526
2007;Q3 2007;Aug 2007;20:00;games;78050.33999999998;44367.46999999997
2007;Q2 2007;May 2007;14:00;games;386612.2300000038;211045.6399999983
2007;Q4 2007;Oct 2007;18:00;games;475369.46000000834;260782.68999999764
2007;Q4 2007;Oct 2007;10:00;games;209204.73999999842;116463.4800000004
2008;Q2 2008;Apr 2008;19:00;games;49503.12000000012;26381.359999999982
2007;Q1 2007;Feb 2007;10:00;games;159590.48999999915;88007.0799999999
2007;Q1 2007;Feb 2007;20:00;games;82345.80999999987;46222.85000000002
2007;Q1 2007;Feb 2007;13:00;games;479594.91000000574;263758.59000000067
2007;Q3 2007;Sep 2007;18:00;games;362378.0400000032;198550.37999999904
2007;Q1 2007;Feb 2007;21:00;games;19852.100000000002;11660.76
2007;Q2 2007;May 2007;12:00;games;278862.6799999983;152763.1799999995
2007;Q1 2007;Mar 2007;12:00;games;471899.4000000085;258285.2100000003
2007;Q4 2007;Nov 2007;20:00;games;120805.53999999943;65737.69000000002
2007;Q4 2007;Nov 2007;19:00;games;390748.9800000045;215286.09000000058
2007;Q3 2007;Aug 2007;11:00;games;291428.18999999925;158203.07999999987
2007;Q3 2007;Aug 2007;12:00;games;424302.36000000587;233099.46999999924
2007;Q2 2007;May 2007;10:00;games;117458.10999999942;64045.79999999996
2007;Q3 2007;Aug 2007;10:00;games;160189.49999999886;89358.8200000002
2007;Q3 2007;Sep 2007;16:00;international;18158.599999999988;8728.049999999994
2007;Q2 2007;Jun 2007;13:00;international;3126.110000000001;1746.6400000000003
2007;Q3 2007;Sep 2007;17:00;international;15727.519999999975;7417.119999999994
2007;Q4 2007;Oct 2007;12:00;international;10873.499999999987;5233.0300000000025
2007;Q4 2007;Nov 2007;17:00;international;6486.199999999997;3266.5299999999997
2007;Q3 2007;Sep 2007;12:00;international;19887.500000000007;9391.419999999987
2007;Q1 2007;Jan 2007;16:00;skandinavisk;137076.05999999758;89254.9800000002
2007;Q2 2007;Apr 2007;20:00;skandinavisk;9577.62999999999;5294.349999999999
2006;Q4 2006;Nov 2006;11:00;dance;22650.340000000033;12477.189999999999
2007;Q1 2007;Feb 2007;10:00;jazz/blues;2026.3200000000006;1157.13
2006;Q3 2006;Aug 2006;15:00;jazz/blues;6213.779999999997;3204.189999999999
2006;Q4 2006;Dec 2006;17:00;dance;80193.63999999987;45012.34999999998
2007;Q1 2007;Mar 2007;17:00;dance;34064.66000000013;17375.429999999986
2006;Q2 2006;Jun 2006;08:00;pop/rock;15872.419999999975;8912.189999999999
2007;Q4 2007;Dec 2007;08:00;pop/rock;10338.639999999989;5452.069999999998
2007;Q2 2007;Apr 2007;18:00;budget;90.0;155.3
2007;Q2 2007;May 2007;13:00;budget;118.3;304.19
2008;Q1 2008;Feb 2008;19:00;budget;45.0;55.82
2007;Q2 2007;Jun 2007;19:00;dance;34178.660000000134;19631.700000000004
2007;Q3 2007;Sep 2007;01:00;dvd/video;11337.299999999992;5514.7800000000025
2007;Q2 2007;May 2007;08:00;dvd/video;3454.3200000000006;1650.1699999999998
2007;Q1 2007;Mar 2007;18:00;dance;25958.510000000057;12905.739999999994
2006;Q4 2006;Oct 2006;12:00;dance;29069.450000000095;15915.299999999997
2006;Q4 2006;Nov 2006;15:00;dance;36094.86000000015;19955.990000000005
2006;Q4 2006;Oct 2006;15:00;dance;41466.4800000002;22606.040000000034
2007;Q1 2007;Feb 2007;15:00;dance;31859.420000000115;18165.229999999974
2007;Q2 2007;Jun 2007;01:00;pop/rock;1289.3;606.73
